split,noise_file,start_sample,length_samples
train,doing_the_dishes.wav,1504454,16000
train,dude_miaowing.wav,773260,16000
train,pink_noise.wav,33316,16000
train,exercise_bike.wav,583089,16000
train,dude_miaowing.wav,791802,16000
train,exercise_bike.wav,253739,16000
train,running_tap.wav,453508,16000
train,doing_the_dishes.wav,1016052,16000
train,white_noise.wav,927656,16000
train,white_noise.wav,159244,16000
train,dude_miaowing.wav,535083,16000
train,white_noise.wav,41587,16000
train,doing_the_dishes.wav,443446,16000
train,dude_miaowing.wav,677864,16000
train,white_noise.wav,668257,16000
train,running_tap.wav,179792,16000
train,running_tap.wav,779364,16000
train,dude_miaowing.wav,256847,16000
train,pink_noise.wav,844102,16000
train,white_noise.wav,790786,16000
train,doing_the_dishes.wav,357711,16000
train,doing_the_dishes.wav,1503092,16000
train,white_noise.wav,908540,16000
train,doing_the_dishes.wav,625975,16000
train,running_tap.wav,916825,16000
train,doing_the_dishes.wav,1166510,16000
train,white_noise.wav,338882,16000
train,white_noise.wav,68870,16000
train,white_noise.wav,458090,16000
train,pink_noise.wav,291056,16000
train,exercise_bike.wav,709674,16000
train,white_noise.wav,914718,16000
train,running_tap.wav,529139,16000
train,dude_miaowing.wav,314130,16000
train,exercise_bike.wav,66635,16000
train,white_noise.wav,564565,16000
train,running_tap.wav,213637,16000
train,running_tap.wav,336611,16000
train,doing_the_dishes.wav,1420165,16000
train,exercise_bike.wav,470292,16000
train,dude_miaowing.wav,462984,16000
train,dude_miaowing.wav,692244,16000
train,pink_noise.wav,63938,16000
train,exercise_bike.wav,325823,16000
train,doing_the_dishes.wav,1504220,16000
train,doing_the_dishes.wav,736087,16000
train,pink_noise.wav,598004,16000
train,pink_noise.wav,239188,16000
train,pink_noise.wav,826851,16000
train,running_tap.wav,126877,16000
train,exercise_bike.wav,907273,16000
train,running_tap.wav,706925,16000
train,pink_noise.wav,175498,16000
train,doing_the_dishes.wav,1392651,16000
train,running_tap.wav,325480,16000
train,white_noise.wav,388165,16000
train,doing_the_dishes.wav,91069,16000
train,exercise_bike.wav,806413,16000
train,exercise_bike.wav,234181,16000
train,running_tap.wav,396073,16000
train,doing_the_dishes.wav,850074,16000
train,dude_miaowing.wav,271979,16000
train,pink_noise.wav,213274,16000
train,running_tap.wav,589701,16000
train,exercise_bike.wav,706908,16000
train,white_noise.wav,920528,16000
train,doing_the_dishes.wav,859166,16000
train,dude_miaowing.wav,578985,16000
train,pink_noise.wav,478371,16000
train,running_tap.wav,5046,16000
train,white_noise.wav,19080,16000
train,running_tap.wav,753797,16000
train,running_tap.wav,839941,16000
train,doing_the_dishes.wav,1168299,16000
train,pink_noise.wav,751248,16000
train,white_noise.wav,919489,16000
train,dude_miaowing.wav,666167,16000
train,running_tap.wav,50870,16000
train,doing_the_dishes.wav,770490,16000
train,dude_miaowing.wav,841665,16000
train,pink_noise.wav,572025,16000
train,exercise_bike.wav,93202,16000
train,doing_the_dishes.wav,139887,16000
train,running_tap.wav,625896,16000
train,exercise_bike.wav,495659,16000
train,pink_noise.wav,312746,16000
train,doing_the_dishes.wav,555182,16000
train,running_tap.wav,408858,16000
train,white_noise.wav,371202,16000
train,running_tap.wav,599945,16000
train,dude_miaowing.wav,366007,16000
train,exercise_bike.wav,467568,16000
train,running_tap.wav,519215,16000
train,doing_the_dishes.wav,740843,16000
train,white_noise.wav,459177,16000
train,pink_noise.wav,264245,16000
train,dude_miaowing.wav,373749,16000
train,pink_noise.wav,564092,16000
train,running_tap.wav,91302,16000
train,exercise_bike.wav,274319,16000
train,pink_noise.wav,881657,16000
train,running_tap.wav,506651,16000
train,white_noise.wav,565434,16000
train,dude_miaowing.wav,251712,16000
train,exercise_bike.wav,270123,16000
train,running_tap.wav,796490,16000
train,pink_noise.wav,577788,16000
train,pink_noise.wav,506625,16000
train,doing_the_dishes.wav,157579,16000
train,dude_miaowing.wav,164815,16000
train,dude_miaowing.wav,668676,16000
train,pink_noise.wav,145240,16000
train,doing_the_dishes.wav,974390,16000
train,dude_miaowing.wav,316274,16000
train,running_tap.wav,21875,16000
train,running_tap.wav,879405,16000
train,doing_the_dishes.wav,779471,16000
train,exercise_bike.wav,567529,16000
train,white_noise.wav,915845,16000
train,pink_noise.wav,174423,16000
train,white_noise.wav,154084,16000
train,pink_noise.wav,610999,16000
train,running_tap.wav,488489,16000
train,pink_noise.wav,206126,16000
train,dude_miaowing.wav,932927,16000
train,doing_the_dishes.wav,816785,16000
train,pink_noise.wav,901805,16000
train,running_tap.wav,136499,16000
train,pink_noise.wav,71423,16000
train,doing_the_dishes.wav,805743,16000
train,exercise_bike.wav,652990,16000
train,white_noise.wav,912513,16000
train,exercise_bike.wav,502100,16000
train,exercise_bike.wav,849657,16000
train,pink_noise.wav,98024,16000
train,running_tap.wav,815340,16000
train,running_tap.wav,499400,16000
train,white_noise.wav,500153,16000
train,exercise_bike.wav,516228,16000
train,pink_noise.wav,752097,16000
train,dude_miaowing.wav,199753,16000
train,dude_miaowing.wav,206234,16000
train,white_noise.wav,220739,16000
train,exercise_bike.wav,287897,16000
train,dude_miaowing.wav,321310,16000
train,doing_the_dishes.wav,1409905,16000
train,dude_miaowing.wav,909074,16000
train,exercise_bike.wav,348836,16000
train,dude_miaowing.wav,387361,16000
train,exercise_bike.wav,486029,16000
train,dude_miaowing.wav,680307,16000
train,running_tap.wav,663135,16000
train,doing_the_dishes.wav,1231994,16000
train,exercise_bike.wav,255398,16000
train,white_noise.wav,282790,16000
train,doing_the_dishes.wav,930566,16000
train,dude_miaowing.wav,73601,16000
train,exercise_bike.wav,573909,16000
train,exercise_bike.wav,732088,16000
train,doing_the_dishes.wav,576380,16000
train,pink_noise.wav,496644,16000
train,doing_the_dishes.wav,822316,16000
train,dude_miaowing.wav,786726,16000
train,pink_noise.wav,1815,16000
train,exercise_bike.wav,547963,16000
train,exercise_bike.wav,129251,16000
train,running_tap.wav,48755,16000
train,dude_miaowing.wav,338345,16000
train,exercise_bike.wav,390926,16000
train,exercise_bike.wav,451423,16000
train,running_tap.wav,731555,16000
train,exercise_bike.wav,420478,16000
train,exercise_bike.wav,120406,16000
train,white_noise.wav,861099,16000
train,white_noise.wav,371492,16000
train,doing_the_dishes.wav,353553,16000
train,exercise_bike.wav,337419,16000
train,white_noise.wav,728988,16000
train,white_noise.wav,737241,16000
train,doing_the_dishes.wav,811015,16000
train,exercise_bike.wav,588281,16000
train,running_tap.wav,687591,16000
train,running_tap.wav,792742,16000
train,doing_the_dishes.wav,1384897,16000
train,pink_noise.wav,543441,16000
train,dude_miaowing.wav,838894,16000
train,white_noise.wav,423506,16000
train,exercise_bike.wav,439574,16000
train,exercise_bike.wav,941294,16000
train,pink_noise.wav,449569,16000
train,dude_miaowing.wav,345970,16000
train,running_tap.wav,149581,16000
train,dude_miaowing.wav,946228,16000
train,white_noise.wav,887491,16000
train,running_tap.wav,704595,16000
train,dude_miaowing.wav,837414,16000
train,pink_noise.wav,655108,16000
train,doing_the_dishes.wav,782486,16000
train,doing_the_dishes.wav,1272561,16000
train,pink_noise.wav,82399,16000
train,running_tap.wav,616126,16000
train,dude_miaowing.wav,122554,16000
train,white_noise.wav,740808,16000
train,white_noise.wav,901358,16000
train,running_tap.wav,770540,16000
train,exercise_bike.wav,263479,16000
train,dude_miaowing.wav,696021,16000
train,doing_the_dishes.wav,968523,16000
train,doing_the_dishes.wav,917673,16000
train,exercise_bike.wav,808675,16000
train,white_noise.wav,879904,16000
train,dude_miaowing.wav,393128,16000
train,dude_miaowing.wav,328536,16000
train,doing_the_dishes.wav,1378992,16000
train,exercise_bike.wav,349020,16000
train,pink_noise.wav,853489,16000
train,exercise_bike.wav,541978,16000
train,white_noise.wav,419540,16000
train,white_noise.wav,624235,16000
train,pink_noise.wav,260265,16000
train,doing_the_dishes.wav,66401,16000
train,exercise_bike.wav,31978,16000
train,exercise_bike.wav,808012,16000
train,dude_miaowing.wav,680221,16000
train,running_tap.wav,289332,16000
train,running_tap.wav,926169,16000
train,white_noise.wav,888391,16000
train,white_noise.wav,573478,16000
train,running_tap.wav,601282,16000
train,white_noise.wav,891559,16000
train,exercise_bike.wav,614345,16000
train,pink_noise.wav,433305,16000
train,running_tap.wav,190899,16000
train,white_noise.wav,354362,16000
train,doing_the_dishes.wav,1355411,16000
train,running_tap.wav,303123,16000
train,doing_the_dishes.wav,251073,16000
train,doing_the_dishes.wav,497614,16000
train,dude_miaowing.wav,573316,16000
train,dude_miaowing.wav,35110,16000
train,exercise_bike.wav,341838,16000
train,doing_the_dishes.wav,694278,16000
train,pink_noise.wav,537240,16000
train,white_noise.wav,89625,16000
train,doing_the_dishes.wav,301747,16000
train,dude_miaowing.wav,160459,16000
train,exercise_bike.wav,414233,16000
train,exercise_bike.wav,814946,16000
train,exercise_bike.wav,344696,16000
train,running_tap.wav,806990,16000
train,doing_the_dishes.wav,475384,16000
train,exercise_bike.wav,79353,16000
train,white_noise.wav,534152,16000
train,white_noise.wav,353788,16000
train,exercise_bike.wav,551776,16000
train,dude_miaowing.wav,609644,16000
train,exercise_bike.wav,440309,16000
train,pink_noise.wav,191659,16000
train,pink_noise.wav,933501,16000
train,doing_the_dishes.wav,201408,16000
train,white_noise.wav,277207,16000
train,running_tap.wav,5492,16000
train,pink_noise.wav,230616,16000
train,pink_noise.wav,503897,16000
train,exercise_bike.wav,450641,16000
train,white_noise.wav,260913,16000
train,white_noise.wav,880901,16000
train,dude_miaowing.wav,126432,16000
train,exercise_bike.wav,841654,16000
train,running_tap.wav,81136,16000
train,exercise_bike.wav,265521,16000
train,white_noise.wav,212569,16000
train,doing_the_dishes.wav,1473016,16000
train,exercise_bike.wav,371345,16000
train,white_noise.wav,587933,16000
train,dude_miaowing.wav,622878,16000
train,dude_miaowing.wav,55679,16000
train,pink_noise.wav,330971,16000
train,white_noise.wav,850422,16000
train,pink_noise.wav,127055,16000
train,pink_noise.wav,348927,16000
train,doing_the_dishes.wav,519594,16000
train,exercise_bike.wav,960652,16000
train,running_tap.wav,578333,16000
train,pink_noise.wav,702425,16000
train,pink_noise.wav,694063,16000
train,exercise_bike.wav,761016,16000
train,running_tap.wav,159913,16000
train,dude_miaowing.wav,930829,16000
train,running_tap.wav,142548,16000
train,pink_noise.wav,405294,16000
train,pink_noise.wav,221948,16000
train,running_tap.wav,371275,16000
train,pink_noise.wav,9456,16000
train,dude_miaowing.wav,325648,16000
train,pink_noise.wav,151991,16000
train,pink_noise.wav,197071,16000
train,white_noise.wav,429366,16000
train,dude_miaowing.wav,934939,16000
train,exercise_bike.wav,962072,16000
train,running_tap.wav,913468,16000
train,white_noise.wav,503420,16000
train,exercise_bike.wav,53773,16000
train,dude_miaowing.wav,230261,16000
train,exercise_bike.wav,732010,16000
train,doing_the_dishes.wav,301207,16000
train,doing_the_dishes.wav,1485531,16000
train,running_tap.wav,882852,16000
train,exercise_bike.wav,340961,16000
train,running_tap.wav,20890,16000
train,doing_the_dishes.wav,750348,16000
train,white_noise.wav,807246,16000
train,dude_miaowing.wav,37214,16000
train,dude_miaowing.wav,709800,16000
train,white_noise.wav,726532,16000
train,exercise_bike.wav,107643,16000
train,running_tap.wav,499491,16000
train,running_tap.wav,77379,16000
train,doing_the_dishes.wav,477733,16000
train,white_noise.wav,638707,16000
train,white_noise.wav,766671,16000
train,pink_noise.wav,233209,16000
train,white_noise.wav,903255,16000
train,exercise_bike.wav,165185,16000
train,pink_noise.wav,673252,16000
train,doing_the_dishes.wav,902678,16000
train,running_tap.wav,176806,16000
train,running_tap.wav,475358,16000
train,running_tap.wav,18111,16000
train,exercise_bike.wav,578286,16000
train,white_noise.wav,42114,16000
train,pink_noise.wav,89355,16000
train,white_noise.wav,85724,16000
train,white_noise.wav,751815,16000
train,white_noise.wav,559871,16000
train,doing_the_dishes.wav,742039,16000
train,pink_noise.wav,776396,16000
train,running_tap.wav,370650,16000
train,exercise_bike.wav,612599,16000
train,exercise_bike.wav,6297,16000
train,pink_noise.wav,325635,16000
train,exercise_bike.wav,116222,16000
train,white_noise.wav,91926,16000
train,doing_the_dishes.wav,538470,16000
train,doing_the_dishes.wav,1291826,16000
train,running_tap.wav,453285,16000
train,doing_the_dishes.wav,1387034,16000
train,doing_the_dishes.wav,454585,16000
train,running_tap.wav,347012,16000
train,exercise_bike.wav,677532,16000
train,exercise_bike.wav,144506,16000
train,white_noise.wav,642132,16000
train,dude_miaowing.wav,488572,16000
train,doing_the_dishes.wav,693796,16000
train,doing_the_dishes.wav,351344,16000
train,pink_noise.wav,411161,16000
train,exercise_bike.wav,869863,16000
train,dude_miaowing.wav,546870,16000
train,pink_noise.wav,908435,16000
train,white_noise.wav,706839,16000
train,dude_miaowing.wav,240509,16000
train,running_tap.wav,770468,16000
train,running_tap.wav,778916,16000
train,doing_the_dishes.wav,461968,16000
train,pink_noise.wav,801615,16000
train,pink_noise.wav,603240,16000
train,white_noise.wav,808541,16000
train,white_noise.wav,833907,16000
train,running_tap.wav,263530,16000
train,exercise_bike.wav,437180,16000
train,white_noise.wav,477902,16000
train,white_noise.wav,106783,16000
train,dude_miaowing.wav,820673,16000
train,running_tap.wav,338607,16000
train,dude_miaowing.wav,777553,16000
train,white_noise.wav,356277,16000
train,white_noise.wav,937967,16000
train,running_tap.wav,778361,16000
train,dude_miaowing.wav,373330,16000
train,white_noise.wav,299084,16000
train,pink_noise.wav,389914,16000
train,doing_the_dishes.wav,945925,16000
train,white_noise.wav,369264,16000
train,running_tap.wav,649088,16000
train,white_noise.wav,222878,16000
train,white_noise.wav,622880,16000
train,exercise_bike.wav,930452,16000
train,doing_the_dishes.wav,1263634,16000
train,white_noise.wav,771997,16000
train,dude_miaowing.wav,569697,16000
train,dude_miaowing.wav,158886,16000
train,dude_miaowing.wav,384815,16000
train,exercise_bike.wav,746125,16000
train,exercise_bike.wav,565841,16000
train,running_tap.wav,132080,16000
train,white_noise.wav,230926,16000
train,pink_noise.wav,804082,16000
train,dude_miaowing.wav,263449,16000
train,white_noise.wav,473697,16000
train,running_tap.wav,637628,16000
train,pink_noise.wav,758691,16000
train,dude_miaowing.wav,394527,16000
train,doing_the_dishes.wav,1289556,16000
train,white_noise.wav,775789,16000
train,white_noise.wav,618158,16000
train,dude_miaowing.wav,143228,16000
train,doing_the_dishes.wav,1410125,16000
train,exercise_bike.wav,166450,16000
train,doing_the_dishes.wav,1261347,16000
train,dude_miaowing.wav,16782,16000
train,doing_the_dishes.wav,1427441,16000
train,running_tap.wav,104158,16000
train,white_noise.wav,240815,16000
train,doing_the_dishes.wav,107771,16000
train,exercise_bike.wav,507208,16000
train,doing_the_dishes.wav,1500875,16000
train,dude_miaowing.wav,587074,16000
train,dude_miaowing.wav,785130,16000
train,pink_noise.wav,856349,16000
train,dude_miaowing.wav,910360,16000
train,running_tap.wav,349585,16000
train,dude_miaowing.wav,787306,16000
train,dude_miaowing.wav,190898,16000
train,pink_noise.wav,498673,16000
train,running_tap.wav,640285,16000
train,running_tap.wav,295163,16000
train,doing_the_dishes.wav,413008,16000
train,doing_the_dishes.wav,856909,16000
train,white_noise.wav,769175,16000
train,exercise_bike.wav,546294,16000
train,exercise_bike.wav,816279,16000
train,doing_the_dishes.wav,1187474,16000
train,pink_noise.wav,687672,16000
train,pink_noise.wav,145202,16000
train,running_tap.wav,9822,16000
train,doing_the_dishes.wav,73305,16000
train,running_tap.wav,286908,16000
train,doing_the_dishes.wav,596419,16000
train,exercise_bike.wav,417421,16000
train,white_noise.wav,905445,16000
train,dude_miaowing.wav,397899,16000
train,running_tap.wav,804126,16000
train,doing_the_dishes.wav,746931,16000
train,running_tap.wav,367925,16000
train,doing_the_dishes.wav,234152,16000
train,dude_miaowing.wav,943944,16000
train,white_noise.wav,442121,16000
train,doing_the_dishes.wav,241707,16000
train,running_tap.wav,185337,16000
train,dude_miaowing.wav,70203,16000
train,exercise_bike.wav,599278,16000
train,exercise_bike.wav,84007,16000
train,dude_miaowing.wav,570829,16000
train,white_noise.wav,270795,16000
train,dude_miaowing.wav,840294,16000
train,dude_miaowing.wav,542522,16000
train,pink_noise.wav,390371,16000
train,pink_noise.wav,659209,16000
train,white_noise.wav,525615,16000
train,dude_miaowing.wav,837163,16000
train,white_noise.wav,6764,16000
train,dude_miaowing.wav,769835,16000
train,pink_noise.wav,268042,16000
train,dude_miaowing.wav,898664,16000
train,pink_noise.wav,69649,16000
train,exercise_bike.wav,275558,16000
train,exercise_bike.wav,772887,16000
train,exercise_bike.wav,704403,16000
train,pink_noise.wav,221758,16000
train,dude_miaowing.wav,881962,16000
train,pink_noise.wav,315883,16000
train,exercise_bike.wav,304608,16000
train,white_noise.wav,510269,16000
train,exercise_bike.wav,682996,16000
train,running_tap.wav,353174,16000
train,running_tap.wav,302704,16000
train,running_tap.wav,782979,16000
train,exercise_bike.wav,136369,16000
train,doing_the_dishes.wav,1001286,16000
train,exercise_bike.wav,232330,16000
train,exercise_bike.wav,612559,16000
train,running_tap.wav,188815,16000
train,doing_the_dishes.wav,806023,16000
train,white_noise.wav,635455,16000
train,exercise_bike.wav,117225,16000
train,white_noise.wav,713779,16000
train,exercise_bike.wav,149821,16000
train,white_noise.wav,769550,16000
train,dude_miaowing.wav,188143,16000
train,pink_noise.wav,409581,16000
train,dude_miaowing.wav,706126,16000
train,doing_the_dishes.wav,1195907,16000
train,pink_noise.wav,208436,16000
train,dude_miaowing.wav,445952,16000
train,dude_miaowing.wav,842671,16000
train,white_noise.wav,292388,16000
train,exercise_bike.wav,74788,16000
train,doing_the_dishes.wav,1188555,16000
train,running_tap.wav,245144,16000
train,pink_noise.wav,8199,16000
train,running_tap.wav,611799,16000
train,doing_the_dishes.wav,10387,16000
train,pink_noise.wav,128184,16000
train,doing_the_dishes.wav,1245648,16000
train,pink_noise.wav,150646,16000
train,doing_the_dishes.wav,1081902,16000
train,pink_noise.wav,64559,16000
train,pink_noise.wav,880481,16000
train,dude_miaowing.wav,138730,16000
train,running_tap.wav,325433,16000
train,pink_noise.wav,513995,16000
train,exercise_bike.wav,265934,16000
train,dude_miaowing.wav,129134,16000
train,white_noise.wav,26005,16000
train,exercise_bike.wav,455109,16000
train,dude_miaowing.wav,628073,16000
train,dude_miaowing.wav,750117,16000
train,doing_the_dishes.wav,1270322,16000
train,running_tap.wav,544636,16000
train,exercise_bike.wav,466748,16000
train,running_tap.wav,138416,16000
train,doing_the_dishes.wav,917520,16000
train,dude_miaowing.wav,673413,16000
train,white_noise.wav,274568,16000
train,doing_the_dishes.wav,1134689,16000
train,running_tap.wav,608442,16000
train,exercise_bike.wav,233977,16000
train,doing_the_dishes.wav,1191791,16000
train,dude_miaowing.wav,332060,16000
train,exercise_bike.wav,105617,16000
train,pink_noise.wav,879283,16000
train,white_noise.wav,865206,16000
train,running_tap.wav,837014,16000
train,pink_noise.wav,772164,16000
train,running_tap.wav,192172,16000
train,dude_miaowing.wav,677260,16000
train,running_tap.wav,589385,16000
train,dude_miaowing.wav,928264,16000
train,doing_the_dishes.wav,1261068,16000
train,dude_miaowing.wav,587368,16000
train,exercise_bike.wav,107417,16000
train,pink_noise.wav,249374,16000
train,pink_noise.wav,1067,16000
train,doing_the_dishes.wav,441589,16000
train,dude_miaowing.wav,861471,16000
train,dude_miaowing.wav,127103,16000
train,dude_miaowing.wav,209397,16000
train,running_tap.wav,334169,16000
train,exercise_bike.wav,63239,16000
train,dude_miaowing.wav,253518,16000
train,running_tap.wav,212828,16000
train,exercise_bike.wav,47238,16000
train,pink_noise.wav,688056,16000
train,white_noise.wav,223035,16000
train,dude_miaowing.wav,835931,16000
train,running_tap.wav,812679,16000
train,running_tap.wav,182505,16000
train,pink_noise.wav,428915,16000
train,doing_the_dishes.wav,1504349,16000
train,doing_the_dishes.wav,115917,16000
train,exercise_bike.wav,144735,16000
train,doing_the_dishes.wav,265365,16000
train,white_noise.wav,58183,16000
train,running_tap.wav,243707,16000
train,exercise_bike.wav,251545,16000
train,exercise_bike.wav,821359,16000
train,doing_the_dishes.wav,142152,16000
train,exercise_bike.wav,527331,16000
train,dude_miaowing.wav,480348,16000
train,doing_the_dishes.wav,498449,16000
train,pink_noise.wav,313140,16000
train,running_tap.wav,159627,16000
train,doing_the_dishes.wav,54462,16000
train,running_tap.wav,768918,16000
train,exercise_bike.wav,938837,16000
train,exercise_bike.wav,543216,16000
train,white_noise.wav,779745,16000
train,exercise_bike.wav,214307,16000
train,doing_the_dishes.wav,963161,16000
train,pink_noise.wav,317282,16000
train,dude_miaowing.wav,564857,16000
train,pink_noise.wav,143207,16000
train,doing_the_dishes.wav,400522,16000
train,running_tap.wav,197796,16000
train,pink_noise.wav,282295,16000
train,exercise_bike.wav,127646,16000
train,doing_the_dishes.wav,1306181,16000
train,running_tap.wav,846334,16000
train,doing_the_dishes.wav,1028956,16000
train,running_tap.wav,448388,16000
train,white_noise.wav,631966,16000
train,dude_miaowing.wav,842272,16000
train,dude_miaowing.wav,727010,16000
train,doing_the_dishes.wav,272376,16000
train,dude_miaowing.wav,886425,16000
train,running_tap.wav,91548,16000
train,dude_miaowing.wav,12896,16000
train,pink_noise.wav,340736,16000
train,running_tap.wav,384529,16000
train,pink_noise.wav,531413,16000
train,dude_miaowing.wav,586666,16000
train,running_tap.wav,551886,16000
train,dude_miaowing.wav,720955,16000
train,dude_miaowing.wav,874470,16000
train,doing_the_dishes.wav,514223,16000
train,pink_noise.wav,163812,16000
train,running_tap.wav,436939,16000
train,pink_noise.wav,346015,16000
train,running_tap.wav,499673,16000
train,pink_noise.wav,621015,16000
train,exercise_bike.wav,786394,16000
train,exercise_bike.wav,518204,16000
train,dude_miaowing.wav,941033,16000
train,running_tap.wav,93311,16000
train,dude_miaowing.wav,866340,16000
train,dude_miaowing.wav,597686,16000
train,white_noise.wav,313137,16000
train,pink_noise.wav,318582,16000
train,white_noise.wav,755916,16000
train,running_tap.wav,316957,16000
train,pink_noise.wav,123197,16000
train,doing_the_dishes.wav,511626,16000
train,white_noise.wav,766818,16000
train,pink_noise.wav,698407,16000
train,pink_noise.wav,242181,16000
train,dude_miaowing.wav,176828,16000
train,doing_the_dishes.wav,1216884,16000
train,pink_noise.wav,34888,16000
train,white_noise.wav,761195,16000
train,doing_the_dishes.wav,1024948,16000
train,exercise_bike.wav,26166,16000
train,pink_noise.wav,896160,16000
train,white_noise.wav,485915,16000
train,running_tap.wav,531197,16000
train,exercise_bike.wav,632637,16000
train,running_tap.wav,469669,16000
train,running_tap.wav,629570,16000
train,exercise_bike.wav,528610,16000
train,white_noise.wav,174840,16000
train,white_noise.wav,784465,16000
train,white_noise.wav,485881,16000
train,exercise_bike.wav,902104,16000
train,pink_noise.wav,939886,16000
train,doing_the_dishes.wav,1297182,16000
train,dude_miaowing.wav,885370,16000
train,exercise_bike.wav,55889,16000
train,white_noise.wav,749115,16000
train,pink_noise.wav,196981,16000
train,pink_noise.wav,338258,16000
train,exercise_bike.wav,554062,16000
train,pink_noise.wav,722507,16000
train,running_tap.wav,536609,16000
train,running_tap.wav,525108,16000
train,running_tap.wav,1062,16000
train,white_noise.wav,121220,16000
train,white_noise.wav,583179,16000
train,white_noise.wav,399693,16000
train,white_noise.wav,102751,16000
train,white_noise.wav,573768,16000
train,white_noise.wav,256210,16000
train,doing_the_dishes.wav,240891,16000
train,dude_miaowing.wav,715172,16000
train,running_tap.wav,662803,16000
train,running_tap.wav,153344,16000
train,pink_noise.wav,214126,16000
train,dude_miaowing.wav,916706,16000
train,doing_the_dishes.wav,453191,16000
train,dude_miaowing.wav,576779,16000
train,exercise_bike.wav,891388,16000
train,running_tap.wav,434007,16000
train,doing_the_dishes.wav,1106126,16000
train,running_tap.wav,927423,16000
train,dude_miaowing.wav,336356,16000
train,exercise_bike.wav,495236,16000
train,pink_noise.wav,255697,16000
train,dude_miaowing.wav,612389,16000
train,pink_noise.wav,673421,16000
train,exercise_bike.wav,440076,16000
train,pink_noise.wav,927739,16000
train,white_noise.wav,292407,16000
train,exercise_bike.wav,755857,16000
train,dude_miaowing.wav,810943,16000
train,white_noise.wav,808492,16000
train,white_noise.wav,663575,16000
train,exercise_bike.wav,702411,16000
train,exercise_bike.wav,670377,16000
train,dude_miaowing.wav,226720,16000
train,doing_the_dishes.wav,1097357,16000
train,doing_the_dishes.wav,40319,16000
train,pink_noise.wav,45492,16000
train,doing_the_dishes.wav,494954,16000
train,dude_miaowing.wav,461246,16000
train,exercise_bike.wav,710607,16000
train,pink_noise.wav,188060,16000
train,white_noise.wav,137277,16000
train,exercise_bike.wav,903625,16000
train,white_noise.wav,283651,16000
train,running_tap.wav,52513,16000
train,dude_miaowing.wav,310440,16000
train,pink_noise.wav,666284,16000
train,white_noise.wav,276045,16000
train,doing_the_dishes.wav,1159267,16000
train,pink_noise.wav,547281,16000
train,dude_miaowing.wav,927433,16000
train,dude_miaowing.wav,282462,16000
train,white_noise.wav,6396,16000
train,exercise_bike.wav,631597,16000
train,running_tap.wav,815733,16000
train,dude_miaowing.wav,571747,16000
train,dude_miaowing.wav,603699,16000
train,dude_miaowing.wav,681781,16000
train,doing_the_dishes.wav,1121894,16000
train,doing_the_dishes.wav,457008,16000
train,exercise_bike.wav,962598,16000
train,exercise_bike.wav,941041,16000
train,exercise_bike.wav,78249,16000
train,doing_the_dishes.wav,510720,16000
train,running_tap.wav,42085,16000
train,white_noise.wav,402290,16000
train,exercise_bike.wav,645654,16000
train,exercise_bike.wav,286474,16000
train,pink_noise.wav,849688,16000
train,running_tap.wav,298856,16000
train,pink_noise.wav,213735,16000
train,pink_noise.wav,512199,16000
train,doing_the_dishes.wav,370183,16000
train,doing_the_dishes.wav,184396,16000
train,white_noise.wav,742907,16000
train,dude_miaowing.wav,273406,16000
train,pink_noise.wav,260865,16000
train,doing_the_dishes.wav,985151,16000
train,exercise_bike.wav,187833,16000
train,doing_the_dishes.wav,1439064,16000
train,exercise_bike.wav,687904,16000
train,pink_noise.wav,899345,16000
train,running_tap.wav,493578,16000
train,dude_miaowing.wav,673759,16000
train,running_tap.wav,464312,16000
train,white_noise.wav,258393,16000
train,white_noise.wav,555915,16000
train,running_tap.wav,527665,16000
train,exercise_bike.wav,262767,16000
train,white_noise.wav,15959,16000
train,dude_miaowing.wav,36444,16000
train,dude_miaowing.wav,556925,16000
train,running_tap.wav,227909,16000
train,white_noise.wav,277586,16000
train,running_tap.wav,71027,16000
train,white_noise.wav,373803,16000
train,pink_noise.wav,559114,16000
train,doing_the_dishes.wav,472663,16000
train,dude_miaowing.wav,522924,16000
train,pink_noise.wav,566168,16000
train,doing_the_dishes.wav,1110530,16000
train,pink_noise.wav,448417,16000
train,white_noise.wav,257868,16000
train,white_noise.wav,288150,16000
train,dude_miaowing.wav,778461,16000
train,dude_miaowing.wav,838934,16000
train,white_noise.wav,673871,16000
train,dude_miaowing.wav,67358,16000
train,white_noise.wav,57940,16000
train,white_noise.wav,896204,16000
train,white_noise.wav,441654,16000
train,running_tap.wav,882614,16000
train,running_tap.wav,851825,16000
train,white_noise.wav,580399,16000
train,doing_the_dishes.wav,599664,16000
train,doing_the_dishes.wav,561227,16000
train,doing_the_dishes.wav,1334706,16000
train,dude_miaowing.wav,447471,16000
train,doing_the_dishes.wav,252259,16000
train,pink_noise.wav,871936,16000
train,running_tap.wav,21254,16000
train,white_noise.wav,692969,16000
train,white_noise.wav,473805,16000
train,exercise_bike.wav,293301,16000
train,doing_the_dishes.wav,562503,16000
train,doing_the_dishes.wav,312854,16000
train,dude_miaowing.wav,35583,16000
train,exercise_bike.wav,332534,16000
train,exercise_bike.wav,204841,16000
train,pink_noise.wav,271553,16000
train,white_noise.wav,531814,16000
train,white_noise.wav,475607,16000
train,dude_miaowing.wav,319785,16000
train,dude_miaowing.wav,615462,16000
train,exercise_bike.wav,139809,16000
