rom_case,case_id,target,window_id,keyword_idx,keyword_margin,accept,candidate,streak,cooldown,armed,quiet_seen,detection,float_pred,float_gated
123,778,3,17,0,-17687,0,0,0,0,1,1,,10,10
123,778,3,18,8,-35110,0,0,0,0,1,1,,10,10
123,778,3,19,2,-38885,0,0,0,0,1,1,,10,10
123,778,3,20,0,-35029,0,0,0,0,1,1,,10,10
124,1034,4,0,2,-39492,0,0,0,0,1,1,,10,10
124,1034,4,1,2,-23665,0,0,0,0,1,1,,10,10
124,1034,4,2,8,-15091,0,0,0,0,1,1,,10,10
124,1034,4,3,4,4327,1,4,1,0,1,1,,4,4
124,1034,4,4,1,3530,0,0,0,0,1,1,,1,10
124,1034,4,5,4,18272,1,4,1,0,1,1,,4,4
124,1034,4,6,4,23358,1,4,2,0,1,1,,4,4
124,1034,4,7,4,33077,1,4,3,0,1,1,,4,4
124,1034,4,8,4,28076,1,4,4,0,1,1,,4,4
124,1034,4,9,4,25702,1,0,0,10,0,0,4,4,4
124,1034,4,10,4,28723,1,0,0,9,0,0,,4,4
124,1034,4,11,4,28893,1,0,0,8,0,0,,4,4
124,1034,4,12,4,27462,1,0,0,7,0,0,,4,4
124,1034,4,13,4,18937,1,0,0,6,0,0,,4,4
124,1034,4,14,4,12985,1,0,0,5,0,0,,4,4
124,1034,4,15,2,-2551,0,0,0,4,0,1,,10,10
124,1034,4,16,2,-6236,0,0,0,3,0,1,,10,10
124,1034,4,17,2,-19939,0,0,0,2,0,1,,10,10
124,1034,4,18,2,-23968,0,0,0,1,0,1,,10,10
124,1034,4,19,2,-29493,0,0,0,0,1,1,,10,10
124,1034,4,20,8,-47139,0,0,0,0,1,1,,10,10
125,1290,5,0,0,-26837,0,0,0,0,1,1,,10,10
125,1290,5,1,0,-14106,0,0,0,0,1,1,,10,10
125,1290,5,2,0,-3009,0,0,0,0,1,1,,10,10
125,1290,5,3,0,-9522,0,0,0,0,1,1,,10,10
125,1290,5,4,0,-7653,0,0,0,0,1,1,,10,10
125,1290,5,5,0,358,0,0,0,0,1,1,,0,10
125,1290,5,6,2,-2695,0,0,0,0,1,1,,11,11
125,1290,5,7,6,191,0,0,0,0,1,1,,6,10
125,1290,5,8,5,4878,1,5,1,0,1,1,,5,5
125,1290,5,9,5,8556,1,5,2,0,1,1,,5,5
125,1290,5,10,5,7715,1,5,3,0,1,1,,5,5
125,1290,5,11,5,13131,1,5,4,0,1,1,,5,5
125,1290,5,12,5,8378,1,0,0,10,0,0,5,5,5
125,1290,5,13,5,3311,0,0,0,9,0,1,,5,10
125,1290,5,14,5,11362,1,0,0,8,0,1,,5,5
125,1290,5,15,5,-5594,0,0,0,7,0,1,,10,10
125,1290,5,16,5,-10643,0,0,0,6,0,1,,10,10
125,1290,5,17,3,-13510,0,0,0,5,0,1,,10,10
125,1290,5,18,3,-17456,0,0,0,4,0,1,,10,10
125,1290,5,19,3,-32438,0,0,0,3,0,1,,10,10
125,1290,5,20,3,-25717,0,0,0,2,0,1,,10,10
126,1546,6,0,7,-53844,0,0,0,0,1,1,,10,10
126,1546,6,1,7,-21998,0,0,0,0,1,1,,10,10
126,1546,6,2,3,-17497,0,0,0,0,1,1,,10,10
126,1546,6,3,7,-13141,0,0,0,0,1,1,,10,10
126,1546,6,4,7,-12760,0,0,0,0,1,1,,10,10
126,1546,6,5,7,-14438,0,0,0,0,1,1,,10,10
126,1546,6,6,7,11826,1,7,1,0,1,1,,7,7
126,1546,6,7,6,13186,1,6,1,0,1,1,,6,6
126,1546,6,8,6,20204,1,6,2,0,1,1,,6,6
126,1546,6,9,2,19074,1,2,1,0,1,1,,2,2
126,1546,6,10,6,22921,1,6,1,0,1,1,,6,6
126,1546,6,11,6,20813,1,6,2,0,1,1,,6,6
126,1546,6,12,6,27516,1,6,3,0,1,1,,6,6
126,1546,6,13,3,22629,1,3,1,0,1,1,,3,3
126,1546,6,14,3,15675,1,3,2,0,1,1,,3,3
126,1546,6,15,3,13305,1,3,3,0,1,1,,3,3
126,1546,6,16,3,17515,1,3,4,0,1,1,,3,3
126,1546,6,17,3,9005,1,0,0,10,0,0,3,3,3
126,1546,6,18,7,-12585,0,0,0,9,0,1,,10,10
126,1546,6,19,3,-36095,0,0,0,8,0,1,,10,10
126,1546,6,20,7,-56314,0,0,0,7,0,1,,10,10
127,1802,7,0,0,-32257,0,0,0,0,1,1,,10,10
127,1802,7,1,0,-20707,0,0,0,0,1,1,,10,10
127,1802,7,2,0,-8791,0,0,0,0,1,1,,10,10
127,1802,7,3,0,-12279,0,0,0,0,1,1,,10,10
127,1802,7,4,0,-7357,0,0,0,0,1,1,,10,10
127,1802,7,5,2,9511,1,2,1,0,1,1,,2,2
127,1802,7,6,6,5144,1,6,1,0,1,1,,6,6
127,1802,7,7,7,11453,1,7,1,0,1,1,,7,7
127,1802,7,8,2,11916,1,2,1,0,1,1,,2,2
127,1802,7,9,7,7228,1,7,1,0,1,1,,7,7
127,1802,7,10,7,10212,1,7,2,0,1,1,,7,7
127,1802,7,11,7,-41,0,0,0,0,1,1,,11,11
127,1802,7,12,7,1401,0,0,0,0,1,1,,7,10
127,1802,7,13,6,12595,1,6,1,0,1,1,,6,6
127,1802,7,14,7,8181,1,7,1,0,1,1,,7,7
127,1802,7,15,2,8321,1,2,1,0,1,1,,2,2
127,1802,7,16,8,-2086,0,0,0,0,1,1,,11,11
127,1802,7,17,3,-14363,0,0,0,0,1,1,,10,10
127,1802,7,18,3,-15405,0,0,0,0,1,1,,10,10
127,1802,7,19,0,-28108,0,0,0,0,1,1,,10,10
127,1802,7,20,3,-38778,0,0,0,0,1,1,,10,10
128,2058,8,0,3,-35318,0,0,0,0,1,1,,10,10
128,2058,8,1,3,-27215,0,0,0,0,1,1,,10,10
128,2058,8,2,3,-30243,0,0,0,0,1,1,,10,10
128,2058,8,3,3,-23238,0,0,0,0,1,1,,10,10
128,2058,8,4,3,-17662,0,0,0,0,1,1,,10,10
128,2058,8,5,3,568,0,0,0,0,1,1,,3,10
128,2058,8,6,3,-6364,0,0,0,0,1,1,,10,10
128,2058,8,7,8,17155,1,8,1,0,1,1,,8,8
128,2058,8,8,8,14574,1,8,2,0,1,1,,8,8
128,2058,8,9,8,30350,1,8,3,0,1,1,,8,8
128,2058,8,10,8,31658,1,8,4,0,1,1,,8,8
128,2058,8,11,8,29977,1,0,0,10,0,0,8,8,8
128,2058,8,12,7,21344,1,0,0,9,0,0,,7,7
128,2058,8,13,6,15151,1,0,0,8,0,0,,6,6
128,2058,8,14,6,8283,1,0,0,7,0,0,,6,6
128,2058,8,15,7,2269,0,0,0,6,0,1,,7,10
128,2058,8,16,7,-22547,0,0,0,5,0,1,,10,10
128,2058,8,17,7,-17115,0,0,0,4,0,1,,10,10
128,2058,8,18,7,-11715,0,0,0,3,0,1,,10,10
128,2058,8,19,7,-37732,0,0,0,2,0,1,,10,10
128,2058,8,20,7,-41368,0,0,0,1,0,1,,10,10
129,2314,9,0,7,-47485,0,0,0,0,1,1,,10,10
129,2314,9,1,7,-19988,0,0,0,0,1,1,,10,10
129,2314,9,2,7,-12896,0,0,0,0,1,1,,10,10
129,2314,9,3,7,-16182,0,0,0,0,1,1,,10,10
129,2314,9,4,0,-449,0,0,0,0,1,1,,10,10
129,2314,9,5,9,4780,1,9,1,0,1,1,,9,9
129,2314,9,6,3,1615,0,0,0,0,1,1,,3,10
129,2314,9,7,3,667,0,0,0,0,1,1,,3,10
129,2314,9,8,3,11502,1,3,1,0,1,1,,3,3
129,2314,9,9,3,24254,1,3,2,0,1,1,,3,3
129,2314,9,10,3,26482,1,3,3,0,1,1,,3,3
129,2314,9,11,3,20778,1,3,4,0,1,1,,3,3
129,2314,9,12,3,22206,1,0,0,10,0,0,3,3,3
129,2314,9,13,3,17698,1,0,0,9,0,0,,3,3
129,2314,9,14,3,23583,1,0,0,8,0,0,,3,3
129,2314,9,15,3,20470,1,0,0,7,0,0,,3,3
129,2314,9,16,3,10958,1,0,0,6,0,0,,3,3
129,2314,9,17,6,-7583,0,0,0,5,0,1,,10,10
129,2314,9,18,2,-27270,0,0,0,4,0,1,,10,10
129,2314,9,19,0,-17574,0,0,0,3,0,1,,10,10
129,2314,9,20,8,-39500,0,0,0,2,0,1,,10,10
130,2570,10,0,3,-25220,0,0,0,0,1,1,,10,10
130,2570,10,1,2,-1291,0,0,0,0,1,1,,10,10
130,2570,10,2,6,-10195,0,0,0,0,1,1,,10,10
130,2570,10,3,6,4860,1,6,1,0,1,1,,6,6
130,2570,10,4,3,567,0,0,0,0,1,1,,3,10
130,2570,10,5,3,-5508,0,0,0,0,1,1,,10,10
130,2570,10,6,3,-7637,0,0,0,0,1,1,,10,10
130,2570,10,7,7,-19142,0,0,0,0,1,1,,10,10
130,2570,10,8,7,-16146,0,0,0,0,1,1,,10,10
130,2570,10,9,7,-19361,0,0,0,0,1,1,,10,10
130,2570,10,10,7,-38115,0,0,0,0,1,1,,10,10
130,2570,10,11,7,-21209,0,0,0,0,1,1,,10,10
130,2570,10,12,7,-20971,0,0,0,0,1,1,,10,10
130,2570,10,13,7,-13539,0,0,0,0,1,1,,10,10
130,2570,10,14,7,-14642,0,0,0,0,1,1,,10,10
130,2570,10,15,0,-6675,0,0,0,0,1,1,,10,10
130,2570,10,16,0,898,0,0,0,0,1,1,,0,10
130,2570,10,17,7,-6335,0,0,0,0,1,1,,10,10
130,2570,10,18,7,5785,1,7,1,0,1,1,,7,7
130,2570,10,19,7,-8957,0,0,0,0,1,1,,10,10
130,2570,10,20,2,-23034,0,0,0,0,1,1,,10,10
131,2826,11,0,3,-26523,0,0,0,0,1,1,,10,10
131,2826,11,1,3,-12330,0,0,0,0,1,1,,10,10
131,2826,11,2,3,-11052,0,0,0,0,1,1,,10,10
131,2826,11,3,3,-13067,0,0,0,0,1,1,,10,10
131,2826,11,4,3,-3957,0,0,0,0,1,1,,10,10
131,2826,11,5,3,-157,0,0,0,0,1,1,,10,10
131,2826,11,6,3,2250,0,0,0,0,1,1,,3,10
131,2826,11,7,3,6130,1,3,1,0,1,1,,3,3
131,2826,11,8,3,-5443,0,0,0,0,1,1,,10,10
131,2826,11,9,9,4604,1,9,1,0,1,1,,9,9
131,2826,11,10,9,9167,1,9,2,0,1,1,,9,9
131,2826,11,11,9,-708,0,0,0,0,1,1,,11,11
131,2826,11,12,3,4130,0,0,0,0,1,1,,3,3
131,2826,11,13,3,3158,0,0,0,0,1,1,,3,10
131,2826,11,14,3,1183,0,0,0,0,1,1,,3,10
131,2826,11,15,3,-3189,0,0,0,0,1,1,,11,11
131,2826,11,16,3,-3880,0,0,0,0,1,1,,11,11
131,2826,11,17,3,-3414,0,0,0,0,1,1,,11,11
131,2826,11,18,3,-10738,0,0,0,0,1,1,,10,10
131,2826,11,19,7,-10878,0,0,0,0,1,1,,10,10
131,2826,11,20,7,-45014,0,0,0,0,1,1,,10,10
132,11,0,0,0,-40224,0,0,0,0,1,1,,10,10
132,11,0,1,0,-23586,0,0,0,0,1,1,,10,10
132,11,0,2,0,-15719,0,0,0,0,1,1,,10,10
132,11,0,3,0,-337,0,0,0,0,1,1,,10,10
132,11,0,4,0,-5692,0,0,0,0,1,1,,10,10
132,11,0,5,0,3891,0,0,0,0,1,1,,0,10
132,11,0,6,0,8433,1,0,1,0,1,1,,0,0
132,11,0,7,0,19691,1,0,2,0,1,1,,0,0
132,11,0,8,0,12188,1,0,3,0,1,1,,0,0
132,11,0,9,0,16451,1,0,4,0,1,1,,0,0
132,11,0,10,0,16015,1,0,0,10,0,0,0,0,0
132,11,0,11,4,20678,1,0,0,9,0,0,,4,4
132,11,0,12,0,20928,1,0,0,8,0,0,,0,0
132,11,0,13,0,22965,1,0,0,7,0,0,,0,0
132,11,0,14,0,22344,1,0,0,6,0,0,,0,0
132,11,0,15,0,22549,1,0,0,5,0,0,,0,0
132,11,0,16,0,6291,1,0,0,4,0,0,,0,0
132,11,0,17,0,-8804,0,0,0,3,0,1,,10,10
132,11,0,18,2,-28661,0,0,0,2,0,1,,10,10
132,11,0,19,0,-26633,0,0,0,1,0,1,,10,10
132,11,0,20,8,-31175,0,0,0,0,1,1,,10,10
133,267,1,0,3,-30333,0,0,0,0,1,1,,10,10
133,267,1,1,0,-30363,0,0,0,0,1,1,,10,10
133,267,1,2,0,-17288,0,0,0,0,1,1,,10,10
133,267,1,3,0,-30249,0,0,0,0,1,1,,10,10
133,267,1,4,2,-13839,0,0,0,0,1,1,,10,10
133,267,1,5,1,9652,1,1,1,0,1,1,,1,1
133,267,1,6,1,14119,1,1,2,0,1,1,,1,1
133,267,1,7,1,14978,1,1,3,0,1,1,,1,1
133,267,1,8,1,9934,1,1,4,0,1,1,,1,1
133,267,1,9,1,14296,1,0,0,10,0,0,1,1,1
133,267,1,10,1,14952,1,0,0,9,0,0,,1,1
133,267,1,11,1,15426,1,0,0,8,0,0,,1,1
133,267,1,12,1,9367,1,0,0,7,0,0,,1,1
133,267,1,13,1,16442,1,0,0,6,0,0,,1,1
133,267,1,14,3,17423,1,0,0,5,0,0,,3,3
133,267,1,15,6,16969,1,0,0,4,0,0,,6,6
133,267,1,16,0,7146,1,0,0,3,0,0,,0,0
133,267,1,17,8,-19679,0,0,0,2,0,1,,10,10
133,267,1,18,8,-29648,0,0,0,1,0,1,,10,10
133,267,1,19,8,-34384,0,0,0,0,1,1,,10,10
133,267,1,20,8,-45539,0,0,0,0,1,1,,10,10
134,523,2,0,3,-38755,0,0,0,0,1,1,,10,10
134,523,2,1,3,-25311,0,0,0,0,1,1,,10,10
134,523,2,2,3,-19114,0,0,0,0,1,1,,10,10
134,523,2,3,3,-1224,0,0,0,0,1,1,,10,10
134,523,2,4,3,12399,1,3,1,0,1,1,,3,3
134,523,2,5,3,8278,1,3,2,0,1,1,,3,3
134,523,2,6,6,4746,1,6,1,0,1,1,,6,6
134,523,2,7,2,13635,1,2,1,0,1,1,,2,2
134,523,2,8,2,9992,1,2,2,0,1,1,,2,2
134,523,2,9,2,8644,1,2,3,0,1,1,,2,2
134,523,2,10,9,5735,1,9,1,0,1,1,,9,9
134,523,2,11,6,7412,1,6,1,0,1,1,,6,6
134,523,2,12,9,5786,1,9,1,0,1,1,,9,9
134,523,2,13,9,6724,1,9,2,0,1,1,,9,9
134,523,2,14,9,7205,1,9,3,0,1,1,,9,9
134,523,2,15,3,10124,1,3,1,0,1,1,,3,3
134,523,2,16,3,5446,1,3,2,0,1,1,,3,3
134,523,2,17,0,-300,0,0,0,0,1,1,,0,10
134,523,2,18,7,-1968,0,0,0,0,1,1,,10,10
134,523,2,19,7,-23608,0,0,0,0,1,1,,10,10
134,523,2,20,7,-48339,0,0,0,0,1,1,,10,10
135,779,3,0,8,-38218,0,0,0,0,1,1,,10,10
135,779,3,1,0,-28968,0,0,0,0,1,1,,10,10
135,779,3,2,3,-9815,0,0,0,0,1,1,,10,10
135,779,3,3,2,3067,0,0,0,0,1,1,,2,10
135,779,3,4,7,9465,1,7,1,0,1,1,,7,7
135,779,3,5,6,13332,1,6,1,0,1,1,,6,6
135,779,3,6,6,6991,1,6,2,0,1,1,,6,6
135,779,3,7,6,5267,1,6,3,0,1,1,,6,6
135,779,3,8,6,7248,1,6,4,0,1,1,,6,6
135,779,3,9,9,3904,0,0,0,0,1,1,,9,10
135,779,3,10,6,-576,0,0,0,0,1,1,,11,11
135,779,3,11,6,10008,1,6,1,0,1,1,,6,6
135,779,3,12,6,9309,1,6,2,0,1,1,,6,6
135,779,3,13,6,8701,1,6,3,0,1,1,,6,6
135,779,3,14,6,1245,0,0,0,0,1,1,,6,10
135,779,3,15,3,6859,1,3,1,0,1,1,,3,3
135,779,3,16,7,9115,1,7,1,0,1,1,,7,7
135,779,3,17,7,176,0,0,0,0,1,1,,7,10
135,779,3,18,7,-4655,0,0,0,0,1,1,,10,10
135,779,3,19,7,-27876,0,0,0,0,1,1,,10,10
135,779,3,20,7,-37601,0,0,0,0,1,1,,10,10
136,1035,4,0,2,-31581,0,0,0,0,1,1,,10,10
136,1035,4,1,2,-20918,0,0,0,0,1,1,,10,10
136,1035,4,2,9,5677,1,9,1,0,1,1,,9,9
136,1035,4,3,9,9063,1,9,2,0,1,1,,9,9
136,1035,4,4,2,5974,1,2,1,0,1,1,,2,2
136,1035,4,5,8,8161,1,8,1,0,1,1,,8,8
136,1035,4,6,8,14965,1,8,2,0,1,1,,8,8
136,1035,4,7,8,14693,1,8,3,0,1,1,,8,8
136,1035,4,8,8,14975,1,8,4,0,1,1,,8,8
136,1035,4,9,8,9427,1,0,0,10,0,0,8,8,8
136,1035,4,10,4,15358,1,0,0,9,0,0,,4,4
136,1035,4,11,0,19705,1,0,0,8,0,0,,0,0
136,1035,4,12,7,19441,1,0,0,7,0,0,,7,7
136,1035,4,13,8,1760,0,0,0,6,0,1,,8,10
136,1035,4,14,2,-13374,0,0,0,5,0,1,,10,10
136,1035,4,15,3,-14322,0,0,0,4,0,1,,10,10
136,1035,4,16,2,-15258,0,0,0,3,0,1,,10,10
136,1035,4,17,6,-10854,0,0,0,2,0,1,,10,10
136,1035,4,18,3,-18622,0,0,0,1,0,1,,10,10
136,1035,4,19,3,-18451,0,0,0,0,1,1,,10,10
136,1035,4,20,3,-18608,0,0,0,0,1,1,,10,10
137,1291,5,0,8,-45539,0,0,0,0,1,1,,10,10
137,1291,5,1,2,-2935,0,0,0,0,1,1,,10,10
137,1291,5,2,6,5509,1,6,1,0,1,1,,6,6
137,1291,5,3,6,16789,1,6,2,0,1,1,,6,6
137,1291,5,4,6,14511,1,6,3,0,1,1,,6,6
137,1291,5,5,6,7910,1,6,4,0,1,1,,6,6
137,1291,5,6,6,11765,1,0,0,10,0,0,6,6,6
137,1291,5,7,6,5395,1,0,0,9,0,0,,6,6
137,1291,5,8,9,1913,0,0,0,8,0,1,,9,10
137,1291,5,9,4,10511,1,0,0,7,0,1,,4,4
137,1291,5,10,5,6058,1,0,0,6,0,1,,5,5
137,1291,5,11,0,17346,1,0,0,5,0,1,,0,0
137,1291,5,12,4,25185,1,0,0,4,0,1,,4,4
137,1291,5,13,0,23083,1,0,0,3,0,1,,0,0
137,1291,5,14,4,19747,1,0,0,2,0,1,,4,4
137,1291,5,15,4,22117,1,0,0,1,0,1,,4,4
137,1291,5,16,4,24685,1,4,1,0,1,1,,4,4
137,1291,5,17,4,31654,1,4,2,0,1,1,,4,4
137,1291,5,18,7,-3292,0,0,0,0,1,1,,10,10
137,1291,5,19,7,7088,1,7,1,0,1,1,,7,7
137,1291,5,20,2,-36220,0,0,0,0,1,1,,10,10
138,1547,6,0,7,-47485,0,0,0,0,1,1,,10,10
138,1547,6,1,7,-26815,0,0,0,0,1,1,,10,10
138,1547,6,2,7,-16489,0,0,0,0,1,1,,10,10
138,1547,6,3,7,-7649,0,0,0,0,1,1,,10,10
138,1547,6,4,7,1596,0,0,0,0,1,1,,7,10
138,1547,6,5,7,402,0,0,0,0,1,1,,7,10
138,1547,6,6,9,3413,0,0,0,0,1,1,,9,10
138,1547,6,7,6,10604,1,6,1,0,1,1,,6,6
138,1547,6,8,6,7839,1,6,2,0,1,1,,6,6
138,1547,6,9,5,6963,1,5,1,0,1,1,,5,5
138,1547,6,10,6,10325,1,6,1,0,1,1,,6,6
138,1547,6,11,5,4503,1,5,1,0,1,1,,5,5
138,1547,6,12,6,8912,1,6,1,0,1,1,,6,6
138,1547,6,13,6,7176,1,6,2,0,1,1,,6,6
138,1547,6,14,5,8142,1,5,1,0,1,1,,5,5
138,1547,6,15,6,17773,1,6,1,0,1,1,,6,6
138,1547,6,16,6,16966,1,6,2,0,1,1,,6,6
138,1547,6,17,6,3692,0,0,0,0,1,1,,6,10
138,1547,6,18,9,-10202,0,0,0,0,1,1,,10,10
138,1547,6,19,3,-25180,0,0,0,0,1,1,,10,10
138,1547,6,20,3,-26027,0,0,0,0,1,1,,10,10
139,1803,7,0,7,-37601,0,0,0,0,1,1,,10,10
139,1803,7,1,7,-16149,0,0,0,0,1,1,,10,10
139,1803,7,2,0,-8591,0,0,0,0,1,1,,10,10
139,1803,7,3,7,2581,0,0,0,0,1,1,,7,10
139,1803,7,4,7,9200,1,7,1,0,1,1,,7,7
139,1803,7,5,0,2155,0,0,0,0,1,1,,0,10
139,1803,7,6,9,1969,0,0,0,0,1,1,,9,10
139,1803,7,7,9,1050,0,0,0,0,1,1,,9,10
139,1803,7,8,2,11700,1,2,1,0,1,1,,2,2
139,1803,7,9,2,30104,1,2,2,0,1,1,,2,2
139,1803,7,10,7,22119,1,7,1,0,1,1,,7,7
139,1803,7,11,7,22218,1,7,2,0,1,1,,7,7
139,1803,7,12,7,23305,1,7,3,0,1,1,,7,7
139,1803,7,13,7,22999,1,7,4,0,1,1,,7,7
139,1803,7,14,7,27341,1,0,0,10,0,0,7,7,7
139,1803,7,15,7,24540,1,0,0,9,0,0,,7,7
139,1803,7,16,7,25493,1,0,0,8,0,0,,7,7
139,1803,7,17,7,24568,1,0,0,7,0,0,,7,7
139,1803,7,18,7,10532,1,0,0,6,0,0,,7,7
139,1803,7,19,7,5080,1,0,0,5,0,0,,7,7
139,1803,7,20,8,-39500,0,0,0,4,0,1,,10,10
140,2059,8,0,3,-30333,0,0,0,0,1,1,,10,10
140,2059,8,1,2,-12366,0,0,0,0,1,1,,10,10
140,2059,8,2,3,2903,0,0,0,0,1,1,,3,10
140,2059,8,3,6,8511,1,6,1,0,1,1,,6,6
140,2059,8,4,6,8215,1,6,2,0,1,1,,6,6
140,2059,8,5,6,-8068,0,0,0,0,1,1,,10,10
140,2059,8,6,6,8643,1,6,1,0,1,1,,6,6
140,2059,8,7,8,10896,1,8,1,0,1,1,,8,8
140,2059,8,8,8,16253,1,8,2,0,1,1,,8,8
140,2059,8,9,8,26137,1,8,3,0,1,1,,8,8
140,2059,8,10,8,19059,1,8,4,0,1,1,,8,8
140,2059,8,11,8,12781,1,0,0,10,0,0,8,8,8
140,2059,8,12,8,9346,1,0,0,9,0,0,,8,8
140,2059,8,13,0,12621,1,0,0,8,0,0,,0,0
140,2059,8,14,8,16700,1,0,0,7,0,0,,8,8
140,2059,8,15,3,2687,0,0,0,6,0,1,,3,10
140,2059,8,16,7,3685,0,0,0,5,0,1,,7,10
140,2059,8,17,7,13480,1,0,0,4,0,1,,7,7
140,2059,8,18,7,7390,1,0,0,3,0,1,,7,7
140,2059,8,19,0,-20501,0,0,0,2,0,1,,10,10
140,2059,8,20,3,-32335,0,0,0,1,0,1,,10,10
141,2315,9,0,2,-23716,0,0,0,0,1,1,,10,10
141,2315,9,1,2,-24207,0,0,0,0,1,1,,10,10
141,2315,9,2,8,-24661,0,0,0,0,1,1,,10,10
141,2315,9,3,0,-17157,0,0,0,0,1,1,,10,10
141,2315,9,4,0,13926,1,0,1,0,1,1,,0,0
141,2315,9,5,9,9792,1,9,1,0,1,1,,9,9
141,2315,9,6,9,14149,1,9,2,0,1,1,,9,9
141,2315,9,7,9,17861,1,9,3,0,1,1,,9,9
141,2315,9,8,9,17961,1,9,4,0,1,1,,9,9
141,2315,9,9,9,22131,1,0,0,10,0,0,9,9,9
141,2315,9,10,9,22796,1,0,0,9,0,0,,9,9
141,2315,9,11,9,21114,1,0,0,8,0,0,,9,9
141,2315,9,12,9,18935,1,0,0,7,0,0,,9,9
141,2315,9,13,9,20134,1,0,0,6,0,0,,9,9
141,2315,9,14,9,6149,1,0,0,5,0,0,,9,9
141,2315,9,15,9,-3041,0,0,0,4,0,1,,10,10
141,2315,9,16,3,6868,1,0,0,3,0,1,,3,3
141,2315,9,17,7,8993,1,0,0,2,0,1,,7,7
141,2315,9,18,7,3454,0,0,0,1,0,1,,7,10
141,2315,9,19,7,-31718,0,0,0,0,1,1,,10,10
141,2315,9,20,7,-45988,0,0,0,0,1,1,,10,10
142,2571,10,0,3,-25220,0,0,0,0,1,1,,10,10
142,2571,10,1,2,-14031,0,0,0,0,1,1,,10,10
142,2571,10,2,3,-30114,0,0,0,0,1,1,,10,10
142,2571,10,3,3,-21177,0,0,0,0,1,1,,10,10
142,2571,10,4,3,-12256,0,0,0,0,1,1,,10,10
142,2571,10,5,3,-19290,0,0,0,0,1,1,,10,10
142,2571,10,6,3,-24697,0,0,0,0,1,1,,10,10
142,2571,10,7,3,-13248,0,0,0,0,1,1,,10,10
142,2571,10,8,0,-23379,0,0,0,0,1,1,,10,10
142,2571,10,9,0,-18743,0,0,0,0,1,1,,10,10
142,2571,10,10,8,-38434,0,0,0,0,1,1,,10,10
142,2571,10,11,3,-28917,0,0,0,0,1,1,,10,10
142,2571,10,12,0,-39739,0,0,0,0,1,1,,10,10
142,2571,10,13,0,-38660,0,0,0,0,1,1,,10,10
142,2571,10,14,3,-29032,0,0,0,0,1,1,,10,10
142,2571,10,15,6,-37419,0,0,0,0,1,1,,10,10
142,2571,10,16,0,-37639,0,0,0,0,1,1,,10,10
142,2571,10,17,0,-27937,0,0,0,0,1,1,,10,10
142,2571,10,18,0,-32719,0,0,0,0,1,1,,10,10
142,2571,10,19,0,-39587,0,0,0,0,1,1,,10,10
142,2571,10,20,0,-27758,0,0,0,0,1,1,,10,10
143,2827,11,0,7,-28662,0,0,0,0,1,1,,10,10
143,2827,11,1,7,-17343,0,0,0,0,1,1,,10,10
143,2827,11,2,7,-10010,0,0,0,0,1,1,,10,10
143,2827,11,3,7,-8868,0,0,0,0,1,1,,10,10
143,2827,11,4,7,2158,0,0,0,0,1,1,,7,10
143,2827,11,5,7,1744,0,0,0,0,1,1,,7,10
143,2827,11,6,5,-663,0,0,0,0,1,1,,11,11
143,2827,11,7,6,-3182,0,0,0,0,1,1,,11,11
143,2827,11,8,6,5665,1,6,1,0,1,1,,6,6
143,2827,11,9,6,9929,1,6,2,0,1,1,,6,6
143,2827,11,10,6,4421,1,6,3,0,1,1,,6,6
143,2827,11,11,5,2225,0,0,0,0,1,1,,5,10
143,2827,11,12,5,-1064,0,0,0,0,1,1,,11,11
143,2827,11,13,5,-4001,0,0,0,0,1,1,,11,11
143,2827,11,14,6,1031,0,0,0,0,1,1,,6,10
143,2827,11,15,5,15,0,0,0,0,1,1,,11,11
143,2827,11,16,6,2698,0,0,0,0,1,1,,6,10
143,2827,11,17,2,1454,0,0,0,0,1,1,,2,10
143,2827,11,18,2,-23355,0,0,0,0,1,1,,10,10
143,2827,11,19,4,10780,1,4,1,0,1,1,,4,4
143,2827,11,20,8,-45539,0,0,0,0,1,1,,10,10
144,12,0,0,8,-29926,0,0,0,0,1,1,,10,10
144,12,0,1,8,-22654,0,0,0,0,1,1,,10,10
144,12,0,2,2,-13656,0,0,0,0,1,1,,10,10
144,12,0,3,8,-1606,0,0,0,0,1,1,,10,10
144,12,0,4,9,6190,1,9,1,0,1,1,,9,9
144,12,0,5,3,5227,1,3,1,0,1,1,,3,3
144,12,0,6,0,10854,1,0,1,0,1,1,,0,0
144,12,0,7,0,17675,1,0,2,0,1,1,,0,0
144,12,0,8,0,23944,1,0,3,0,1,1,,0,0
144,12,0,9,0,29671,1,0,4,0,1,1,,0,0
144,12,0,10,0,27845,1,0,0,10,0,0,0,0,0
144,12,0,11,0,24401,1,0,0,9,0,0,,0,0
144,12,0,12,0,16071,1,0,0,8,0,0,,0,0
144,12,0,13,0,20301,1,0,0,7,0,0,,0,0
144,12,0,14,6,15187,1,0,0,6,0,0,,6,6
144,12,0,15,6,17604,1,0,0,5,0,0,,6,6
144,12,0,16,6,2447,0,0,0,4,0,1,,6,10
144,12,0,17,7,-12952,0,0,0,3,0,1,,10,10
144,12,0,18,6,5357,1,0,0,2,0,1,,6,6
144,12,0,19,3,-25771,0,0,0,1,0,1,,10,10
144,12,0,20,7,-38068,0,0,0,0,1,1,,10,10
145,268,1,0,7,-46216,0,0,0,0,1,1,,10,10
